label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
no_move,0.02360491454601288,0.09945027530193329,0.16014832258224487,0.1858423501253128,0.18323948979377747,0.15244105458259583,0.17604777216911316,0.15098832547664642,0.12348198890686035,0.11566539108753204,0.12594684958457947,0.10049222409725189,0.07414031773805618,0.08162885159254074,0.08778086304664612,0.0697547197341919,0.05045682191848755,0.05018214136362076,0.05724386125802994,0.04405434429645538,0.032716408371925354,0.7296574115753174,0.7100279331207275,0.6335944533348083,0.5519476532936096,0.4965289235115051,0.5846028923988342,0.5159437656402588,0.5197713375091553,0.5471435189247131,0.5583785772323608,0.49889034032821655,0.525759220123291,0.5676722526550293,0.5418424606323242,0.4964194595813751,0.5369659066200256,0.5847721099853516,0.5316251516342163,0.5008533596992493,0.5290334820747375,0.565321147441864
no_move,0.22571846842765808,0.27868157625198364,0.300454705953598,0.28005486726760864,0.23680409789085388,0.26579809188842773,0.28327715396881104,0.2940559685230255,0.29925477504730225,0.22800493240356445,0.2253623753786087,0.23152107000350952,0.22955745458602905,0.19199608266353607,0.21266843378543854,0.23511816561222076,0.23539957404136658,0.1605706363916397,0.19532421231269836,0.21975566446781158,0.22241026163101196,0.9484565854072571,0.8974205851554871,0.7945431470870972,0.714435875415802,0.6729771494865417,0.7188356518745422,0.6155788898468018,0.5594035387039185,0.5129960179328918,0.7166376113891602,0.5921821594238281,0.525802731513977,0.47428542375564575,0.7351362705230713,0.6587048172950745,0.7283539772033691,0.7808400392532349,0.7654719948768616,0.7118141651153564,0.7627192139625549,0.8092826008796692
no_move,0.18394172191619873,0.23919939994812012,0.26365259289741516,0.24427595734596252,0.19924227893352509,0.22442471981048584,0.24442094564437866,0.2545987367630005,0.2604495584964752,0.18263888359069824,0.17779749631881714,0.1790761649608612,0.17474225163459778,0.14452150464057922,0.16544370353221893,0.19581195712089539,0.2060699164867401,0.11052116751670837,0.14438265562057495,0.17445969581604004,0.1858704388141632,1.0034668445587158,0.945932149887085,0.8440982103347778,0.762987494468689,0.7197107672691345,0.7614642381668091,0.6521557569503784,0.5959455370903015,0.5476028919219971,0.7614079713821411,0.6338934302330017,0.564164400100708,0.5113703012466431,0.7829540371894836,0.7039642930030823,0.7755206227302551,0.8331607580184937,0.8173379898071289,0.7642282843589783,0.8142960071563721,0.8617490530014038
no_move,0.19080613553524017,0.24518674612045288,0.27079954743385315,0.25210559368133545,0.20425456762313843,0.22902241349220276,0.2501760721206665,0.262154757976532,0.26818567514419556,0.18744322657585144,0.18371401727199554,0.18646496534347534,0.18291211128234863,0.14828704297542572,0.17400389909744263,0.20215201377868652,0.2090291976928711,0.11520638316869736,0.15626011788845062,0.18533487617969513,0.19275282323360443,1.009768009185791,0.9560867547988892,0.8502652645111084,0.7679815292358398,0.7321216464042664,0.7658495903015137,0.6602650880813599,0.6049065589904785,0.5575632452964783,0.7621721029281616,0.6332241892814636,0.5632483959197998,0.5088648796081543,0.782208263874054,0.7096112966537476,0.7850794196128845,0.8407049179077148,0.8165496587753296,0.7724640369415283,0.8285685777664185,0.8765609264373779
no_move,0.18318898975849152,0.23755723237991333,0.2607690393924713,0.2439371645450592,0.19740843772888184,0.2204713672399521,0.2439277619123459,0.2579515278339386,0.2650579512119293,0.17945030331611633,0.17525513470172882,0.17823801934719086,0.17383280396461487,0.14071238040924072,0.16443116962909698,0.19168803095817566,0.19609273970127106,0.1076379343867302,0.14479470252990723,0.17549973726272583,0.18305425345897675,1.0081197023391724,0.9512155055999756,0.8492203950881958,0.7670748829841614,0.7283355593681335,0.7649627923965454,0.656918466091156,0.6019649505615234,0.5542226433753967,0.7626446485519409,0.632538914680481,0.5629743933677673,0.5078152418136597,0.7841727137565613,0.7089040875434875,0.7834851741790771,0.8387380242347717,0.820315957069397,0.7691487073898315,0.8220908045768738,0.8694909811019897
no_move,0.18437530100345612,0.2361089438199997,0.2602027654647827,0.2427353411912918,0.19738632440567017,0.22054150700569153,0.2454032003879547,0.2600089907646179,0.2686345875263214,0.17826303839683533,0.17368711531162262,0.17626774311065674,0.1728060096502304,0.13842996954917908,0.16562628746032715,0.19405317306518555,0.20027229189872742,0.10505282133817673,0.1450476348400116,0.17561016976833344,0.18427641689777374,1.0189268589019775,0.9623953104019165,0.8597427010536194,0.7791314125061035,0.7372298240661621,0.771619439125061,0.6641242504119873,0.6084432601928711,0.5604379773139954,0.769747793674469,0.6376200914382935,0.5669776797294617,0.5121562480926514,0.7926930785179138,0.7178836464881897,0.7933633327484131,0.8492522239685059,0.8299588561058044,0.7804794311523438,0.8358013033866882,0.8847360610961914
no_move,0.15159302949905396,0.22450663149356842,0.26808518171310425,0.2543262839317322,0.21035103499889374,0.260059654712677,0.3114679753780365,0.34168243408203125,0.3639512360095978,0.21001459658145905,0.23154079914093018,0.25023698806762695,0.25895482301712036,0.1580873727798462,0.1866099089384079,0.20116229355335236,0.19654272496700287,0.10857056826353073,0.15104952454566956,0.17055191099643707,0.16931018233299255,0.8371108770370483,0.8005379438400269,0.685905933380127,0.5835648775100708,0.5205775499343872,0.5776060223579407,0.4740769565105438,0.41375529766082764,0.3635275959968567,0.5578107833862305,0.4154295325279236,0.3379969000816345,0.2744314670562744,0.5668142437934875,0.48989737033843994,0.5807262659072876,0.6466493010520935,0.5937886834144592,0.561988890171051,0.6340930461883545,0.6895477771759033
no_move,0.14241769909858704,0.22074025869369507,0.27014780044555664,0.2508007287979126,0.20536766946315765,0.2520614266395569,0.2885147035121918,0.31373071670532227,0.33688613772392273,0.2028084099292755,0.21659445762634277,0.2268131673336029,0.23792749643325806,0.15134289860725403,0.18113185465335846,0.1980651319026947,0.2019040286540985,0.10073918104171753,0.14372864365577698,0.16480179131031036,0.1693488210439682,0.9082796573638916,0.8207229971885681,0.7080999612808228,0.5993497967720032,0.5347882509231567,0.6387557983398438,0.5334621667861938,0.4705429673194885,0.409557044506073,0.6193062663078308,0.5110269784927368,0.45194897055625916,0.39639148116111755,0.617078959941864,0.5322383046150208,0.6015037298202515,0.6631443500518799,0.6301968097686768,0.5724447965621948,0.6315144300460815,0.6898370385169983
no_move,0.1503434181213379,0.2203792780637741,0.26539474725723267,0.2575792074203491,0.21414412558078766,0.2559228539466858,0.30716338753700256,0.33785247802734375,0.36043673753738403,0.2052975445985794,0.2258411943912506,0.24205338954925537,0.24942781031131744,0.15320779383182526,0.18475250899791718,0.20196481049060822,0.20091566443443298,0.10446152091026306,0.15327763557434082,0.1759680062532425,0.17700590193271637,0.880134642124176,0.8406957387924194,0.733669638633728,0.6343989968299866,0.5698447227478027,0.6109122037887573,0.506425142288208,0.44379109144210815,0.3919696807861328,0.5931355357170105,0.44972068071365356,0.36831945180892944,0.3028167188167572,0.605444073677063,0.5349956154823303,0.6232127547264099,0.6879469156265259,0.6370816230773926,0.607266366481781,0.6804220080375671,0.7375100255012512
no_move,0.16542750597000122,0.22938254475593567,0.26665541529655457,0.2470335066318512,0.19990971684455872,0.25461602210998535,0.2912258207798004,0.30929288268089294,0.3239724636077881,0.2030685544013977,0.21911637485027313,0.23151913285255432,0.23747597634792328,0.15348100662231445,0.17313025891780853,0.1909710019826889,0.1968575268983841,0.10838765650987625,0.13645802438259125,0.16236446797847748,0.17267844080924988,1.011096715927124,0.9742190837860107,0.8956331014633179,0.8245141506195068,0.7812128067016602,0.7406892776489258,0.6212488412857056,0.5665817856788635,0.5160510540008545,0.7293999195098877,0.5835509300231934,0.5173518061637878,0.4680156111717224,0.7556622624397278,0.6608223915100098,0.7519433498382568,0.8219704627990723,0.8082222938537598,0.7690030932426453,0.832858681678772,0.8861740827560425
